Dapma7bEVm000001	FBgn0033159;FBgn0261046;FBgn0263219;FBgn0265296
Dapma7bEVm000002	FBgn0050296
Dapma7bEVm000004	FBgn0262579
Dapma7bEVm000005	FBgn0021761
Dapma7bEVm000006	
Dapma7bEVm000008	
Dapma7bEVm000011	
Dapma7bEVm000012	
Dapma7bEVm000013	
Dapma7bEVm000020	FBgn0003416
Dapma7bEVm000024	
Dapma7bEVm000026	
Dapma7bEVm000028	FBgn0264895;FBgn0265597
Dapma7bEVm000030	FBgn0030839
Dapma7bEVm000032	
Dapma7bEVm000034	
Dapma7bEVm000035	FBgn0014870
Dapma7bEVm000037	FBgn0010263;FBgn0086675;FBgn0260400
Dapma7bEVm000038	
Dapma7bEVm000040	FBgn0085412
Dapma7bEVm000043	FBgn0003174
Dapma7bEVm000045	FBgn0010352;FBgn0039827
Dapma7bEVm000049	FBgn0039590;FBgn0260487
Dapma7bEVm000051	FBgn0028863;FBgn0261041;FBgn0261999
Dapma7bEVm000054	FBgn0037529
Dapma7bEVm000058	
Dapma7bEVm000060	
Dapma7bEVm000064	FBgn0031741;FBgn0031835;FBgn0259175;FBgn0263780;FBgn0266354
Dapma7bEVm000069	FBgn0036302
Dapma7bEVm000073	
Dapma7bEVm000074	FBgn0052311;FBgn0053519;FBgn0086906
Dapma7bEVm000077	FBgn0261800;FBgn0267348
Dapma7bEVm000078	
Dapma7bEVm000079	FBgn0035802
Dapma7bEVm000081	
Dapma7bEVm000084	FBgn0053556
Dapma7bEVm000085	FBgn0032129
Dapma7bEVm000089	FBgn0086676
Dapma7bEVm000093	
Dapma7bEVm000094	
Dapma7bEVm000104	FBgn0010434
Dapma7bEVm000105	
Dapma7bEVm000107	
Dapma7bEVm000114	
Dapma7bEVm000116	FBgn0011230
Dapma7bEVm000119	
Dapma7bEVm000121	
Dapma7bEVm000122	FBgn0026239
Dapma7bEVm000123	FBgn0051619
Dapma7bEVm000125	FBgn0038744
Dapma7bEVm000129	
Dapma7bEVm000133	
Dapma7bEVm000135	
Dapma7bEVm000136	FBgn0265991
Dapma7bEVm000141	FBgn0001970;FBgn0027558;FBgn0030930;FBgn0031530;FBgn0031681;FBgn0034025;FBgn0035375;FBgn0036529;FBgn0050463;FBgn0051776;FBgn0051956
Dapma7bEVm000142	
Dapma7bEVm000143	FBgn0015032
Dapma7bEVm000146	FBgn0035848
Dapma7bEVm000148	
Dapma7bEVm000150	FBgn0014141;FBgn0028371
Dapma7bEVm000151	FBgn0262617
Dapma7bEVm000156	FBgn0010905
Dapma7bEVm000158	FBgn0000289;FBgn0020309;FBgn0025874;FBgn0028647;FBgn0030240;FBgn0031610;FBgn0032295;FBgn0033491;FBgn0037085;FBgn0037120;FBgn0037931;FBgn0038047;FBgn0039329;FBgn0051224;FBgn0260741
Dapma7bEVm000159	FBgn0012037;FBgn0016122;FBgn0032535;FBgn0032536;FBgn0033366;FBgn0035076
Dapma7bEVm000162	
Dapma7bEVm000163	FBgn0016047
Dapma7bEVm000166	
Dapma7bEVm000167	
Dapma7bEVm000168	FBgn0023094;FBgn0264075
Dapma7bEVm000170	FBgn0005536;FBgn0036801
Dapma7bEVm000172	FBgn0051352
Dapma7bEVm000177	FBgn0003392;FBgn0026479
Dapma7bEVm000178	FBgn0033921
Dapma7bEVm000180	FBgn0052626
Dapma7bEVm000183	FBgn0028491;FBgn0037730;FBgn0265575
Dapma7bEVm000184	FBgn0032305
Dapma7bEVm000185	FBgn0086372
Dapma7bEVm000188	FBgn0000241;FBgn0003515;FBgn0003996
Dapma7bEVm000190	FBgn0041629;FBgn0041630;FBgn0045063
Dapma7bEVm000193	FBgn0025709;FBgn0033371
Dapma7bEVm000194	FBgn0034225;FBgn0050103;FBgn0050104
Dapma7bEVm000206	FBgn0027580;FBgn0033246;FBgn0039877
Dapma7bEVm000208	FBgn0263346
Dapma7bEVm000210	FBgn0010473;FBgn0028482
Dapma7bEVm000214	
Dapma7bEVm000215	FBgn0028517;FBgn0031470;FBgn0031471;FBgn0032213;FBgn0032638;FBgn0033320;FBgn0033321;FBgn0035496;FBgn0036612;FBgn0037627;FBgn0051827;FBgn0058160
Dapma7bEVm000216	FBgn0027835
Dapma7bEVm000217	FBgn0002542;FBgn0037531
Dapma7bEVm000218	FBgn0015615;FBgn0027783
Dapma7bEVm000223	FBgn0000289;FBgn0020309;FBgn0025874;FBgn0028647;FBgn0030240;FBgn0031610;FBgn0032295;FBgn0033491;FBgn0037085;FBgn0037120;FBgn0037931;FBgn0038047;FBgn0039329;FBgn0051224;FBgn0260741
Dapma7bEVm000231	FBgn0261983
Dapma7bEVm000236	
Dapma7bEVm000237	
Dapma7bEVm000238	FBgn0027601
Dapma7bEVm000239	FBgn0038961
Dapma7bEVm000242	FBgn0036886
Dapma7bEVm000243	FBgn0001114;FBgn0032057;FBgn0032058;FBgn0037090
Dapma7bEVm000244	
Dapma7bEVm000247	FBgn0022700;FBgn0022702;FBgn0034580;FBgn0034582;FBgn0038180;FBgn0263132
Dapma7bEVm000252	FBgn0284244
Dapma7bEVm000253	FBgn0029804;FBgn0029807;FBgn0031929;FBgn0035779;FBgn0035780;FBgn0035781;FBgn0035791;FBgn0052379
Dapma7bEVm000258	FBgn0035639
Dapma7bEVm000260	FBgn0002526;FBgn0261563
Dapma7bEVm000261	FBgn0023458
Dapma7bEVm000262	FBgn0035798;FBgn0051999
Dapma7bEVm000263	FBgn0263110
Dapma7bEVm000264	FBgn0085434;FBgn0285944
Dapma7bEVm000266	FBgn0032796
Dapma7bEVm000267	FBgn0263846
Dapma7bEVm000269	
Dapma7bEVm000270	FBgn0011592
Dapma7bEVm000271	FBgn0039680
Dapma7bEVm000272	
Dapma7bEVm000277	FBgn0027594
Dapma7bEVm000278	
Dapma7bEVm000279	FBgn0038237;FBgn0085370
Dapma7bEVm000285	FBgn0051019;FBgn0265726
Dapma7bEVm000287	FBgn0013759;FBgn0250785
Dapma7bEVm000288	FBgn0030222;FBgn0030223;FBgn0039640;FBgn0039656;FBgn0046253;FBgn0051445;FBgn0263236;FBgn0285963
Dapma7bEVm000289	FBgn0025625;FBgn0262103
Dapma7bEVm000291	FBgn0014903;FBgn0030575;FBgn0033830;FBgn0038795
Dapma7bEVm000292	FBgn0014861;FBgn0015929;FBgn0017577;FBgn0020633;FBgn0025815;FBgn0284442
Dapma7bEVm000298	
Dapma7bEVm000302	FBgn0033921
Dapma7bEVm000309	
Dapma7bEVm000313	
Dapma7bEVm000314	FBgn0034748;FBgn0259146
Dapma7bEVm000319	FBgn0043799
Dapma7bEVm000321	FBgn0000473;FBgn0013771;FBgn0013772;FBgn0013773;FBgn0015714;FBgn0025454;FBgn0030949;FBgn0031126;FBgn0031182;FBgn0031726;FBgn0033065;FBgn0033121;FBgn0033302;FBgn0033304;FBgn0033696;FBgn0033697;FBgn0033978;FBgn0033979;FBgn0033980;FBgn0033981;FBgn0033982;FBgn0034756;FBgn0038194;FBgn0039006;FBgn0039519
Dapma7bEVm000322	
Dapma7bEVm000324	
Dapma7bEVm000325	
Dapma7bEVm000329	FBgn0038659
Dapma7bEVm000330	FBgn0033869
Dapma7bEVm000332	FBgn0030468
Dapma7bEVm000334	FBgn0034882;FBgn0034883;FBgn0034884;FBgn0034885
Dapma7bEVm000336	
Dapma7bEVm000339	FBgn0020306;FBgn0086613
Dapma7bEVm000340	FBgn0260442
Dapma7bEVm000341	FBgn0021796;FBgn0263968
Dapma7bEVm000343	
Dapma7bEVm000344	FBgn0264962
Dapma7bEVm000346	FBgn0014006;FBgn0024329
Dapma7bEVm000347	FBgn0003731
Dapma7bEVm000356	FBgn0014396
Dapma7bEVm000357	FBgn0000228
Dapma7bEVm000361	FBgn0036985
Dapma7bEVm000366	
Dapma7bEVm000367	FBgn0004509;FBgn0004598;FBgn0023179
Dapma7bEVm000369	FBgn0027588
Dapma7bEVm000376	FBgn0024941;FBgn0259927
Dapma7bEVm000377	FBgn0086346
Dapma7bEVm000378	FBgn0004507
Dapma7bEVm000384	
Dapma7bEVm000388	FBgn0000442;FBgn0000721;FBgn0032187
Dapma7bEVm000394	FBgn0033633;FBgn0036282
Dapma7bEVm000396	FBgn0023516
Dapma7bEVm000401	FBgn0020762;FBgn0025683;FBgn0031220;FBgn0031449;FBgn0031515;FBgn0031516;FBgn0032167;FBgn0052091;FBgn0264494
Dapma7bEVm000403	FBgn0028582;FBgn0261279
Dapma7bEVm000404	FBgn0015239
Dapma7bEVm000414	FBgn0035432;FBgn0037000
Dapma7bEVm000415	FBgn0012036;FBgn0051075
Dapma7bEVm000416	
Dapma7bEVm000417	
Dapma7bEVm000418	FBgn0032935;FBgn0035850
Dapma7bEVm000419	FBgn0035064
Dapma7bEVm000420	FBgn0283509
Dapma7bEVm000421	
Dapma7bEVm000422	FBgn0035708
Dapma7bEVm000423	FBgn0035146
Dapma7bEVm000424	FBgn0035146
Dapma7bEVm000425	FBgn0037435
Dapma7bEVm000429	FBgn0010877
Dapma7bEVm000430	FBgn0030525;FBgn0032372;FBgn0035679;FBgn0043783;FBgn0052445
Dapma7bEVm000434	FBgn0003415
Dapma7bEVm000436	
Dapma7bEVm000440	
Dapma7bEVm000441	FBgn0265048
Dapma7bEVm000443	FBgn0260655
Dapma7bEVm000446	
Dapma7bEVm000447	FBgn0035001
Dapma7bEVm000448	FBgn0034733
Dapma7bEVm000449	FBgn0262029
Dapma7bEVm000450	FBgn0001978;FBgn0035518
Dapma7bEVm000455	FBgn0020647
Dapma7bEVm000459	
Dapma7bEVm000462	FBgn0011829;FBgn0022800
Dapma7bEVm000463	FBgn0030222;FBgn0030223;FBgn0039640;FBgn0039656;FBgn0046253;FBgn0051445;FBgn0263236;FBgn0285963
Dapma7bEVm000464	FBgn0087035;FBgn0262739
Dapma7bEVm000467	FBgn0037679;FBgn0260945
Dapma7bEVm000469	FBgn0011259;FBgn0016059
Dapma7bEVm000474	FBgn0028669;FBgn0028670;FBgn0028671;FBgn0032373;FBgn0038613
Dapma7bEVm000484	FBgn0035901
Dapma7bEVm000485	
Dapma7bEVm000487	FBgn0011710;FBgn0013726;FBgn0014029;FBgn0026361;FBgn0259923
Dapma7bEVm000489	FBgn0034542;FBgn0038286;FBgn0038488
Dapma7bEVm000490	
Dapma7bEVm000491	FBgn0031174
Dapma7bEVm000492	FBgn0032685
Dapma7bEVm000493	FBgn0003292;FBgn0086368
Dapma7bEVm000494	FBgn0039668
Dapma7bEVm000496	
Dapma7bEVm000497	FBgn0032479
Dapma7bEVm000498	FBgn0032409
Dapma7bEVm000501	
Dapma7bEVm000502	FBgn0013953;FBgn0034275;FBgn0036240;FBgn0038337;FBgn0038354;FBgn0039736;FBgn0039787;FBgn0039789
Dapma7bEVm000504	FBgn0004556
Dapma7bEVm000510	FBgn0013995
Dapma7bEVm000511	
Dapma7bEVm000513	FBgn0000499
Dapma7bEVm000514	
Dapma7bEVm000515	FBgn0032051
Dapma7bEVm000518	
Dapma7bEVm000519	FBgn0039348
Dapma7bEVm000521	
Dapma7bEVm000522	FBgn0032464;FBgn0263598;FBgn0265262
Dapma7bEVm000524	FBgn0033426;FBgn0052549
Dapma7bEVm000525	FBgn0000257
Dapma7bEVm000533	
Dapma7bEVm000534	FBgn0259821
Dapma7bEVm000539	FBgn0035767
